D1_0m_A,D1_0m_B,D1_0m_C,D1_10m_A,D1_10m_B,D1_10m_C,D1_1m_A,D1_1m_B,D1_1m_C,D1_5m_A,D1_5m_B,D1_5m_C,D1_9m_A,D1_9m_B,D1_9m_C,D1_SHR_A,D1_SHR_B,D1_SHR_C,D2_0m_A,D2_0m_B,D2_0m_C,D2_10m_A_e,D2_10m_A_m,D2_10m_B,D2_10m_C,D2_1m_A,D2_1m_B,D2_1m_C,D2_5m_A,D2_5m_B,D2_5m_C,D2_9m_A,D2_9m_B,D2_9m_C,D2_SHR_A,D2_SHR_B,D2_SHR_C,D3_0m_A,D3_0m_B,D3_0m_C,D3_10m_A,D3_10m_B,D3_10m_C,D3_1m_A,D3_1m_B,D3_1m_C,D3_5m_A,D3_5m_B,D3_5m_C,D3_9m_A,D3_9m_B,D3_9m_C,D3_SHR_A,D3_SHR_B,D3_SHR_C,sum.taxonomy
0,0,0.068923881,0.221355261,0.052362359,0.24442566,0,0,0,0.264156644,0.219420194,0,0,0.01310264,0.189997667,0,0.060677371,0.103080544,0,0,0,0.332682726,1,0.192686638,0.253389017,0,0,0,0.264820807,0.080849181,0,0.742900955,0.045245774,0,0.037666012,0.267554889,0,0.02840699,0.155516473,0.212791409,0.268697747,0.066488278,0.256886364,0.096341628,0,0,0.406997562,0.414758983,0.057951385,0,0.216042807,0.207244455,0,0.018658612,0,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
0.74484643,0.346962732,0.216656382,0.582228499,0.278378938,0.329705068,0.338740621,0.181880529,0,0.110278972,0.62060276,0.078408015,0.597469552,0.318821627,0.307422553,0.037027513,0.010162825,0.360909203,0.305156881,0,0.415881057,0,1,0.006674692,0.147947932,0,0.074390239,0,0.247506495,0.165007731,0.05218927,0.116236095,0.123773379,0.239908195,0.245597285,0.081813618,0.124677225,0.247480452,0.181876305,0.08642377,0,0.071426835,0,0.727612497,0.12410348,0.152735708,0,0.051349134,0.088599442,0.284949506,0.251828083,0.360570769,0.088547576,0.26785595,0,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii
0.003253156,0.200365252,0.550960106,0.206915847,4.53E-04,0.003820337,0.578102962,0.280558816,0.207097485,0,0,0.144440461,0.033159845,0.056815143,0.001365158,0,0,0,0.025568586,0.131762161,0,0.041511515,0.002997017,0.001798556,0.052713647,8.58E-04,0.189477128,0,0.222784045,0.182841574,0.037258786,0.036178958,0.095662368,0.375244542,0.132045949,0.149669777,0.046174786,0.854517039,0,0.058483641,0,0.035894243,0.013285501,0.002942961,0.050968394,1,0.936868684,0.133239719,0,9.84E-04,0.00103953,0,0.001545118,0.057660231,0.048250288,Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus
0.611452832,0.581004986,0.343638345,0.101900916,0.114648262,0.092295591,0.457915816,0.846883478,0.096632571,0.177160128,0.150786133,0.136669727,0.104664695,0.080857254,0.169661321,0.088717437,0.011861908,0.057376468,0.76401358,0.493673168,0.819407025,0.10440001,0.312310184,0.236268705,0.383364501,1,0.638200639,0.729553636,0.549037857,0.432270997,0.463089651,0.249256286,0.174806194,0.180294744,0.058317681,0.084484547,0.092549891,0.188917516,0.169670889,0.173470504,0.139782873,0.194433993,0.143358641,0.245032204,0.155104572,0.245427346,0.177834217,0.144609877,0.155714274,0.130716742,0.148763996,0.171045067,0.107997207,0.084572772,0.057038464,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
0.011725437,1,0,0.39955105,0.050046287,0.200065404,0.776200718,0.028503904,0.070824531,0.636880224,0.693752105,0.190474057,0.413712738,0.078559336,0.023196303,0.394427508,0,0.648039182,0,0.534113946,0.005769069,0.20877196,0.055405501,0.299572474,0.153127238,0.010484448,0,0,0.047818486,0.281406887,0.149918663,0.218139912,0.066440658,0,0.121245534,0.245185575,0.249317875,0.929329312,0.360946301,0.628191903,0.247055209,0.009534145,0,0.677103103,0.46008228,0.812653133,0.065827095,0.361627748,0.360346117,0,0.024269705,0.101165377,0.114227528,0.101653319,0.028948399,Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum
0,0,0,0.275932775,0.308818461,0.030745369,0,0,0,0,0,0,0.431915414,0,0,0,0,0,0,0,0,0.555395371,0,0.021847241,0.781271502,0,0,0,0.542348927,0,0,0,0,0,0.016127148,0,0,0,0,0,0.447395038,0.292585636,0.287395279,0,0,0.35700367,0.002108036,0,0,1,0.014894485,0.474183627,0,0,0,Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps
1,0.05446666,0,0.121926733,0.079223857,0.217928091,0,0,0,0.639752625,0.389691886,0.622419654,0.004002228,0,0.538553918,0.662975672,0.03620637,0.260755387,0,0,0,0.189036312,0,0,0.163809248,0,0,0.200436856,0,0,0.137893184,0.005779823,0,0,0.416410953,0.248729171,0.187369589,0,0.158828057,0,0,0,0,0,0.271846989,0,0.182489236,0,0.258087143,0,0,0,0.319581271,0.080153195,0.272330644,Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti
0,0,0,0.058087015,0.002450874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077989798,0.319041903,0.34495284,0,0,0,0,0,0.017356112,0,0.161954207,0,0,0,0,0,0,0,0,0.396825391,0.401459364,0,0,0,0,0,0.163220477,0,0.397210438,1,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052911356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351714,0,0.002833337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
0,0,0,0.112239436,0.567650794,0.411477613,0,0,0,0.120049328,0,0,0.046870588,0.004190853,0.063645227,0.10771261,0,0.179881426,0.048352831,0,0,0.788739584,0.345278584,0,0,0,0.137923133,0,0,0,0,0,0.097802507,0.097562305,0.43071986,0.361727589,0.468438335,0.072239979,0.188332655,0.33061123,0.007928283,0,0,0.362543008,0.015207747,0.033767763,0.013316584,0.12926446,0.75267097,0.644865603,0.056768652,0.381487283,0,1,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
0,0,0,0,0.123794623,0.093206957,0,0,0,0,0.085632438,0.069883726,0.059752787,0,0.014776237,0.272547907,0,0.21334846,0,0,0,0,0,0,0.001709896,0,0,0,0,0,0,0,0,0,0.081809224,1,0.093163812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037581276,0.037060875,0.232054842,Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;Mugil cephalus
0,0,0,0.538783232,0.54959313,0,1,0,0,0.046740389,0,0,0.253599046,0.153807982,0.00694871,0,0.28956836,0,0.019006411,0,0,0,0,0.381367555,0.800391279,0,0.075983051,0,0,0.096872721,0,0.037807322,0.657314385,0.400231502,0,0.144271176,0,0.126126979,0.303661227,0,0.128681434,0,0,0,0,0.282726941,0,0.328221253,0,0,0.286134482,0.096327477,0.344167221,0,0.023288726,Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi
0,0,0,0.167214608,0,0.121002402,0,0,0,0,0.432816841,0.142233152,0.106248077,0,0,0,0,0,0.076102381,0,0.744362565,1,0.759403543,0.125182881,0,0,0.746695696,0,0,0.160842073,0,0.35424235,0.068600311,0.636579094,0,0.034159856,0.019986403,0.14849635,0,0.075524073,0.314298674,0.016543206,0.113370649,0.391199411,0.150099585,0.12943112,0,0,0.289021902,0.071005489,0.033865248,0.210309456,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Typhlogobius;Typhlogobius californiensis
0,0,0,0,0,0.206088786,0,0,0,0,0,0,0,0,0,0.280641298,0,0.194673451,0,0,0,0,0.68908345,0.100044547,0.11358275,0,0,0,0,0,0.229219153,0,0,0.096476165,0.282469814,0,0.195295278,0,0,0,1,0.548002897,0.150509918,0,0,0.036382275,0.031345692,0.186531562,0.060786239,0.481765866,0,0.053346655,0.100681071,0.250589291,0.162776189,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
0.114773507,0.044045325,0.057037233,0.677370117,0.245641853,0.133159425,0.09156302,0.010601497,9.24E-04,0.010957849,0.02185393,0.036085731,0.189748829,0.158704104,0.117157874,0,0.014424826,0,0.046892315,0.026156015,0.079679707,0.257718086,0.380910286,0.477071212,0.372717763,0.006381276,0.020777333,0.060315799,0.199033515,0.194052084,0.043856062,0.728679699,1,0.634924098,0,0,0,0.020224137,0.072874714,0.076116672,0.739826951,0.468983525,0.482565058,0.160642522,0.515181275,0.072522954,0.169902488,0.064976257,0.117346383,0.423974493,0.367228967,0.377512732,0.012994504,0.023154635,0.012249681,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
0.081049379,0,0.110458951,0.038760436,0,0.038117259,0.084397977,0.16519498,0.041168982,0,0,0,0,0,0,0.166266927,0.011048687,1,0.060602011,0.108167835,0.034868656,0.235887144,0,0,0.090023478,0.221725266,0.247095189,0.21088552,0,0.022670055,0.013471828,0.012255253,0.094395469,0.016457229,0.248053144,0.15752177,0.184122715,0.004441123,0,0,0,0.065610403,0.003191513,0.067297703,0.023803754,0.19007283,0.007207927,0.3410791,0,0.02550392,0.003309795,0.007282002,0.002418925,0.006659532,0.164923755,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Symphurus;Symphurus atricaudus
0,0,0.027824259,0.003556142,0.037806122,0.029109,0,0.077907626,0,0,0,0.16378226,0,0.159671403,0,0.13462468,0.019008402,0.076239469,0,0,0.052071639,0,0.212324261,1,0.358421665,0.053474523,0,0,0,0.555421318,0.088751642,0.266062965,0.046656245,0.339232306,0.27261364,0.250773831,0.034656512,0.256749866,0.117929373,0.443246439,0.156276011,0.23537025,0.007858225,0.352006265,0.395007952,0.022822181,0.059447831,0,0.242697144,0.537784184,0.042411609,0.164319475,0.386323148,0.094754171,0.040332582,Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
0,0.639400383,0,0,0.325586452,0.170234347,0,0,0,0,0,1,0.026760054,0.302544988,0.410614628,0,0,0,0.985160699,0,0,0,0.594021923,0.11978609,0.098292707,0,0,0,0,0,0,0,0,0.460869129,0.205832192,0,0.625079335,0,0,0.112788623,0,0.829635861,0.380382809,0,0.115700469,0.232531601,0.337590608,0.370883107,0.689706314,0,0.24605972,0.362729745,0.28097987,0,0,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus toxotes
0,0,0,0,0.23664659,0.399923306,1,0,0,0.346305175,0,0.031301418,0.721691154,0.409657678,0.156371411,0,0,0,0.327021333,0,0,0.071178218,0,0.023343964,0.396819082,0,0,0,0,0,0,0.01524065,0,0.428817618,0.382624692,0,0.234834598,0,0,0.122947686,0,0,0,0.098600384,0.012389742,0,0,0.149770333,0,0,0,0,0.170014406,6.29E-04,0,Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus integripinnis
0.002746554,0,0.06289204,0.028568199,0,0.08949314,0,0,0,0.066958653,0.325285515,0.110469898,0,0,0.266294543,0.004660465,0.737550127,0.005807866,0,0.157557924,0,0,0,0,0,0,0,0,0,0,0.075748178,0,0,0,0.852774664,1,0.441240263,0,0.653734695,0,0,0,0,0.228708439,0.080400736,0.528932259,0.337522622,0,0.798470111,0,0.078571161,0,0,0,0.059062889,Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
0,0,0,0,0,0.015892922,0,0,0,0,0,0,0,0.181264398,0.06164716,0.01457372,0,0.051458297,0,0,0,0,0,0.144198765,0.2465616,0,0.730215965,0,0,0,0,0.48349472,0.0939616,0.087985373,0,0,0,0,0,0,0.764801189,1,0.286215523,0,0,0,0,0.822443071,0,0,0.025344008,0.229234927,0.10143,0,0,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Cymatogaster;Cymatogaster aggregata
0,0,0,0,0,0,0,0.077759653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031420254,0.862016887,0.020146872,0.146443503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207692082,0.413156085,0,1,0.081942462,0,0,0,0,0.887499046,0.021610113,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043743074,0,0.003945367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.062642146,Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;Pluvialis dominica
0,0,0,0.438272225,0.413507688,0.3269682,0,0,0,0,0,0,0.182985782,0,0,0,0,0,0,0,0,0,1,0,0.198341049,0.081469002,0,0,0,0,0,0.58206616,0,0,0,0,0,0.251757797,0,0,0,0,0.529372849,0,0,0.674166975,0,0,0.816056017,0.439834751,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Hypsurus;Hypsurus caryi
0,0.354238594,0,0.048615546,0,0.226681286,0,1,0,0.08857978,0.04925877,0,0.026914148,0.009123958,0.048568407,0,0.189066105,0.131863987,0,0,0,0,0,0.092661747,0,0,0,0,0,0.04121055,0,0.082593505,0,0.043718273,0.129338295,0.283007011,0.051377588,0,0.21760816,0,0,0.104800844,0,0,0,0.108911358,0,0,0,0.06072968,0,0,0,0.190020266,0.10191391,Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis
0.216828222,0.015961895,0.008543656,0.208197562,0.264751148,0.164939812,0.018313663,0,0,0.056183406,0.1839032,0.125799181,0.231424232,0.212655937,0.191920941,0.465765559,1,0.516701217,0,0.007831508,0.00315588,0.074168403,0.027247638,0.015783866,0.06289371,0,0.015571023,0.027314531,0.056005726,0.020090864,0.045550365,0.044927699,0.013946519,0.040816515,0.515959072,0.34416244,0.546153534,0.051476474,0.046937871,0.045984534,0.003259954,0.011251229,0.002634257,0.012832274,0.012883698,0.038776723,0.021700981,0.073601426,0.094511616,0.002123458,0,0.053348666,0.756924461,0.511563152,0.522151839,Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus
0.71647969,0,0,0,0,0.183691393,0.024824151,0,0,0.163089294,0.080014018,0,0,0.616581676,0,0,0,0,0,0,0,0,0,0,0.427544669,0,0.380586779,0,0,0,0,0,0,0.104799265,0,0,0.065353464,0.170449359,0,1,0,0.13433612,0,0.261414876,0,0,0,0,0.191382673,0.706079967,0,0.108112247,0,0,0,Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
0,0,0,0.977921816,0.836074198,0,0,0,0,0,0.110776638,0.05640998,0,0,0.170418678,0.002986214,0,0,0.02698615,0,0,0,0,0.691965229,0,0.015279891,0,0,0,0,0.260497361,0,0,0,0,0,0.44658762,0.186416962,0,0,0,0.012328676,0,0,0.254334444,0.165078847,0,1,0,0,0,0,0.220246831,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Scorpaenichthys;Scorpaenichthys marmoratus
0,0,0,0,0,0.051121223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540131211,0.168434982,0.074431664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Chordata;Aves;Pelecaniformes;Pelecanidae;Pelecanus;Pelecanus occidentalis
0,0,0,0,0.141594157,0,0,0.673618125,0,0,0,0,0,0,0,0.224008908,0,0.521046312,0.33315001,0,0,0,0,0.035671843,0.333185324,0,0,0,0,0,0,0,0,0,0,0,0.429958182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296223929,1,0,0,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;Syngnathus leptorhynchus
0,0,0,0,0,0.136722769,0,0,0,0,0.032719771,0,0,0,0.432394493,0,0,0,0,0,0,0,0,0,0,0.330814815,0,0,0,0,0,0,0,0,0,0,0,1,0.743125228,0,0,0,0,0,0,0.238367919,0,0,0,0,0.667649334,0,0,0,0,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Pan;Pan paniscus
0,0,0,0,0,0.170893209,0,0,0,0.146089255,0.018773867,0,0.097102048,0,0,0.237356871,0,0.056337383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052306481,0,0,0,0.004427698,0,0.006943275,0,0.125354916,0,1,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca;
0,0,0,0,0.046690596,0,0,0,0,0,0,0.032832267,0,0,0,1,0.043899674,0,0,0,0,0,0,0.045625316,0.40800368,0,0,0,0,0.494036667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729308341,0.095150856,0,0.430774344,0.022846038,0,0,0,0.473581542,0.256740895,Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus analis
0,0,0,0,0,0.050331705,0,0,0,0,0.019595448,0.045631933,0,0.380061667,0.116841688,0.044310507,0,0,0,0,0,1,0.00191511,0.147396095,0.284791003,0,0,0,0,0,0,0,0,0,0,0,0,0.357102345,0,0,0.239417255,0,0.211509584,0,0,0,0,0,0,0,0,0,0,0.300830437,0.926383415,Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhinoidis;Platyrhinoidis triseriata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.721680551,0,0,0,0,0,0,0,0,0,0.655182924,0,0,0,0,0,0,0.651855119,0,0,0,0.242735147,0,0,0,0,0,0,0,0,0,0,0,0.513095725,0,0.684846152,0.270387828,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
0.015686369,0.03195657,0.020731772,0.001072858,0.00291161,0.007600178,0.026395032,0.064817073,1,0.027015262,0.008198096,0.02405547,0.014309055,0.005613714,0.003559934,0.003952344,0,0.002376414,0.005616983,0.080457805,0.004255457,0.004202838,0.032549896,0.050583088,0.015232913,0.006270058,0.005330577,0.001320662,0.043653758,0.047119587,0.05031027,0.025434191,0.035362247,0.024700578,0.006403578,0.006868818,0.002158117,0.147381091,0.107142078,0.11095062,0.032754606,0.049656352,0.034538559,0.27630318,0.131133968,0.230264662,0.080279125,0.047071116,0.021431077,0.081401953,0.015615884,0.073980759,0.035194363,0.003336079,0.01826754,Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
0,0,0,0.258808109,0.053790482,0.268693909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829700122,0,0,0.722748037,0,0,0,0,0,0,0,0,0,0,0,0,0.325921385,0,0,0,0.678997969,0,0.348367976,0.532805227,0,0.763180265,0,0,1,0.198332277,0.508289804,0.57570217,0,0,0,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
0,0,0,0,0,0,0,0,0,0,0.01422758,0,0.015410084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025470714,0.020790244,0.022226101,0.168839677,0,0,0.132543545,0,1,0.035490706,0.545245724,0,0.467527565,0,0,0.074745505,0.478929199,0.176780767,0.195701324,0.610436048,0,0,0,Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps
0,0,0,0.981523915,0,0.003009588,1,0,0,0.110728436,0,0,0.271022828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663159345,0,0.834409983,0,0,0,0,0,0,0,0.296494713,0,0,0,0.694341658,0,0,0,0,0,0,Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Gymnuridae;Gymnura;Gymnura marmorata
0.727158504,0,0.23204423,0.617141992,0.23843117,0.770876588,0,0,0,0.98386398,0.216179125,0.536972793,1,0.380751332,0.216972579,0.057047222,0.597180884,0.069334407,0.72889472,0,0,0.427268157,0,0.239289268,0.422912601,0,0.364705289,0,0,0.289888928,0,0.099181523,0.378821529,0.212890218,0.511359489,0.673169999,0.760222634,0,0.404851411,0.067155538,0,0,0,0.265521846,0.137705101,0,0,0,0,0.143216346,0,0.499656108,0.468595867,0.045730496,0.303315495,Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020959293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.325443178,0.242218614,0,0,0.699191407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;
0,0,0,0.738996742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160181571,0,0,0,0,0,0,0,0.037920951,0.09496936,0,0,0,0.146173322,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys verticalis
0,0,0,0.152646546,0.581149001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250046881,0,0,0,0,0,0,0,0,0,0.12097576,0,0,0,0,0,0,0,0,0,0,0.587073366,0,0,0,1,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena guttata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.074379737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632796605,0.964025447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus merra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022511731,0,0,0,0,0,0,0,0,0.059837189,0,0,0,0,0.037738511,1,0,0,0,0,0,0,0,0.831924192,0.288692843,0,0,0.140844517,0,0,0.613726019,0,0,0.440597419,0.060622805,0,0,0,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion scrippsae
0.02278436,0,0,0.018637048,0,0.019547386,0,0,0,0,0,0,0,0.011452647,0,0.394346548,0.168275903,0.389583929,0,0,0,0.071686005,0,0.044877593,0.034868542,0,0,0,0,0,0,0.117463885,0.041360966,0.017567692,0.131337385,0.06579942,0.029095753,0,0.008987565,0,0.028647521,0,0,0,0,0,0,0,0,0,0.005374428,0,0.10374479,0.89093759,1,Eukaryota;Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Urile;Urile pelagicus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325177522,1,0,0,0,0,0,0,0,0,0,0.812742461,Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus recalvus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.452366076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;Larus occidentalis
0.214630326,0.264775907,0.427002656,0.040056731,0.21316036,0.105677377,0.451486363,0.267529656,0.081149107,0.130345344,0.197006929,0.121095149,0.191218067,0.167856511,0.102378552,0,0.011890895,0.02981512,0.202314111,0.055519584,0.093649909,0.483806968,0,0.312461262,0.205683236,0.073198342,0.045243936,0.099784623,0.197300856,0.153734089,0.069463754,0.279108949,0.207541046,0.343427019,0,0.095951102,0.015699624,0.28062211,0.207438393,1,0.051758242,0.138410219,0.235038674,0.203736044,0.147939297,0.061755103,0.118978602,0.274361251,0.180420948,0.190598863,0.055432472,0.048820445,0.028395629,0.152222162,0.061630139,Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583718644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032243621,0.28145496,0,0,0,0,0,0,0,0,0,0,0,0,1,0.95266585,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lethops;Lethops connectens
0,0,0,0,0,0,0,0,0,0,0,0,0.048524801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927202051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Procellariiformes;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.395599964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372230765,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Sarda;Sarda chiliensis